fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,retardant_tank_float,retardant_door_open,beacon_start_stop_recording,arm_retardant_tank_door,gear_up_and_locked,flight_id
8967,TR,23:35.5,2187.54,10,P,577.43,-583.36,651.46,417.53,257.62,497.48,-405.68,-47.38,-1.2,1.2,20.33,5121.48,40.01,-3.27,2.88,2217.35,0,1,0,1,103
8968,TR,23:36.8,2188.81,10,V,503.4,-547.82,610.01,367.19,222.09,435.3,-387.92,0,-1.18,1.03,13.73,5094.14,40.02,-3.12,3.6,2171.77,0,1,0,1,103
8969,PE,23:37.2,2189.18,,,509.33,-535.98,598.16,390.88,245.78,420.49,-402.72,-44.42,-1.44,1.06,41.26,5066.8,40,-3.07,3.69,2294.37,0,1,0,1,103
8970,TR,23:37.6,2189.56,10,P,571.51,-592.24,654.43,396.8,236.9,497.48,-405.68,-29.61,-1.35,1.19,26.94,5121.48,40.01,-3.32,4.05,2264.51,0,1,0,1,103
8971,TR,23:38.0,2189.99,10,V,494.52,-524.13,592.24,355.34,210.25,429.37,-432.34,-65.15,-1.26,1.04,13.45,5094.14,40.02,-3.55,3.9,2237.79,0,1,0,1,103
8972,TR,23:38.7,2190.74,10,P,547.82,-556.71,621.85,390.88,233.93,470.83,-408.65,-100.68,-1.1,1.16,16.48,5012.11,39.98,-4.01,3.06,2259.79,0,1,0,1,103
8973,TR,23:39.7,2191.74,10,V,473.79,-527.09,586.32,346.46,204.32,423.45,-393.84,-32.57,-1.3,1.01,28.32,5012.11,40.01,-4.42,2.13,2237.79,0,1,0,1,103
8974,TR,23:43.3,2195.26,10,P,719.57,-675.15,746.22,530.05,349.42,627.77,-387.92,-68.11,-1.45,1.41,13.73,4957.42,40.01,-5.62,3.72,2225.21,0,1,0,1,103
8975,TR,23:44.7,2196.74,10,V,583.36,-615.93,687,432.34,263.55,512.29,-399.76,44.42,-1.5,1.18,13.73,4930.08,40,-5.7,4.43,2203.21,0,1,0,1,103
8976,TR,23:47.9,2199.94,10,P,698.84,-657.39,725.49,521.17,328.69,607.05,-361.27,-35.53,-1.55,1.33,14,4793.36,40.02,-6.92,0.12,2215.78,0,1,0,1,103
8977,TR,23:49.5,2201.51,10,V,610.01,-592.24,663.31,458.99,272.43,535.98,-373.11,-62.19,-1.46,1.17,13.45,4711.33,40.01,-6.98,-2.78,2250.36,0,1,0,1,103
8978,TR,23:49.6,2201.61,10,P,633.7,-610.01,681.08,470.83,284.28,565.59,-361.27,-76.99,-1.39,1.25,13.45,4738.67,40.01,-6.95,-3.02,2253.51,0,1,0,1,103
8979,PE,23:52.2,2204.18,,,595.2,-568.55,636.66,435.3,245.78,527.09,-349.42,-94.76,-1.45,1.17,15.1,4683.98,40,-6.21,-8.56,2223.64,0,1,0,1,103
8980,TR,23:52.2,2204.21,10,V,592.24,-568.55,639.62,441.22,248.74,521.17,-355.34,-94.76,-1.48,1.13,17.31,4629.3,39.98,-6.23,-8.29,2214.21,0,1,0,1,103
8981,TR,23:54.0,2206.01,10,P,692.92,-639.62,710.69,524.13,331.65,592.24,-349.42,-41.46,-1.57,1.33,14.28,4656.64,40.04,-4.6,-1.76,2222.07,0,1,0,1,103
8982,TR,23:54.8,2206.79,10,V,473.79,-479.71,559.67,340.54,171.75,417.53,-417.53,-165.83,-1.01,0.98,18.13,4547.27,40.01,-4.37,-6.02,2198.49,0,1,0,1,103
8983,TR,23:55.1,2207.11,10,P,633.7,-592.24,660.35,453.06,260.59,565.59,-337.58,-180.63,-1.04,1.27,13.73,4629.3,40.01,-4.22,-5.33,2223.64,0,1,0,1,103
8984,TR,23:55.4,2207.44,10,V,509.33,-476.75,553.74,370.15,195.44,435.3,-337.58,-201.36,-0.99,1.04,13.45,4574.61,40.02,-4.42,-5.09,2130.9,0,1,0,1,103
8985,TR,23:55.6,2207.59,10,P,568.55,-568.55,642.58,411.61,233.93,506.37,-411.61,-195.44,-1.27,1.13,14,4519.92,40.01,-4.09,-4.55,2112.04,0,1,0,1,103
8986,TR,23:55.7,2207.74,10,V,464.91,-491.56,559.67,349.42,183.59,405.68,-399.76,-186.56,-1.22,1.02,13.73,4547.27,40,-3.99,-4.28,2149.76,0,1,0,1,103
8987,TR,23:55.9,2207.89,10,P,589.28,-568.55,639.62,423.45,236.9,482.68,-426.41,-195.44,-1.3,1.16,13.73,4465.23,40.01,-4.09,-4.01,2196.92,0,1,0,1,103
8988,TR,23:57.0,2208.96,10,V,456.02,-527.09,592.24,349.42,195.44,379.03,-376.07,94.76,-1.8,0.92,13.73,4437.89,40.01,-2.99,-2.54,2134.05,0,1,0,1,103
8989,TR,23:57.7,2209.71,10,P,458.99,-547.82,618.89,325.73,165.83,411.61,-399.76,100.68,-1.69,1.02,14,4465.23,40.01,-3.81,-1.88,2179.63,0,1,0,1,103
8990,TR,23:58.1,2210.14,10,V,441.22,-488.6,559.67,319.81,171.75,379.03,-450.1,-8.88,-1.6,0.92,14,4465.23,40.01,-4.19,-1.25,2152.91,0,1,0,1,103
8991,TR,23:58.9,2210.86,10,P,586.32,-618.89,687,450.1,272.43,500.44,-340.54,-53.3,-1.52,1.24,13.73,4437.89,40.02,-3.65,1.14,2187.49,0,1,0,1,103
8992,TR,24:00.9,2212.94,10,V,414.57,-515.25,580.4,313.89,171.75,376.07,-435.3,109.56,-1.78,0.92,13.73,4355.86,40,-4.06,5.21,2031.87,1,1,0,1,103
8993,TR,24:01.0,2212.99,10,P,426.41,-527.09,598.16,322.77,186.56,379.03,-453.06,79.95,-1.69,1,14.28,4410.55,40.04,-4.01,5.12,2006.72,1,1,0,1,103
8994,TR,24:01.2,2213.16,10,V,441.22,-515.25,586.32,328.69,189.52,399.76,-429.37,74.03,-1.24,0.86,14,4383.2,40.02,-3.99,5.12,1934.42,1,1,0,1,103
8995,TR,24:01.2,2213.19,10,P,458.99,-544.86,610.01,337.58,177.67,399.76,-414.57,50.34,-1.56,1.11,13.73,4383.2,39.98,-3.96,5.09,1932.85,1,1,0,1,103
8996,TR,24:01.2,2213.24,10,V,453.06,-544.86,615.93,370.15,225.05,390.88,-426.41,62.19,-1.4,0.99,14.28,4383.2,40.02,-3.99,5.06,1943.85,1,1,0,1,103
8997,TR,24:02.6,2214.56,10,P,651.46,-592.24,660.35,506.37,328.69,547.82,-334.62,-136.22,-1.25,1.31,13.73,4465.23,39.17,-5.93,3.39,2019.3,0,1,0,1,103
8998,TR,24:02.7,2214.74,10,V,592.24,-544.86,621.85,470.83,305,500.44,-337.58,-139.18,-1.22,1.21,13.45,4410.55,38.77,-5.8,3.3,2041.31,0,1,0,1,103
8999,TR,24:03.2,2215.16,10,P,681.08,-604.08,678.11,524.13,337.58,556.71,-414.57,-121.41,-1.38,1.36,13.45,4492.58,37.51,-6.03,2.49,1978.43,0,1,0,1,103
9000,TR,24:03.5,2215.54,10,V,435.3,-482.68,550.78,328.69,201.36,379.03,-426.41,-17.77,-0.97,0.93,12.9,4383.2,36.25,-6.41,2.94,1965.86,0,1,0,1,103
9001,TR,24:04.1,2216.14,10,P,607.05,-639.62,701.8,456.02,302.04,530.05,-444.18,71.07,-1.76,1.26,13.18,4437.89,34.51,-6.64,1.89,2046.02,0,1,0,1,103
9002,TR,24:04.3,2216.26,10,V,553.74,-535.98,604.08,405.68,257.62,491.56,-461.95,-8.88,-1.21,1.17,14.55,4465.23,34.12,-6.52,1.56,2019.3,0,1,0,1,103
9003,TR,24:05.0,2217.04,10,P,769.91,-666.27,743.26,565.59,387.92,639.62,-367.19,-94.76,-1.53,1.55,13.73,4437.89,31.56,-5.24,1.02,2104.18,0,1,0,1,103
9004,TR,24:05.8,2217.76,10,V,610.01,-574.47,651.46,456.02,305,509.33,-379.03,-53.3,-1.51,1.23,36.58,4383.2,29.46,-4.34,0.99,2041.31,0,1,0,1,103
9005,TR,24:06.2,2218.16,10,P,710.69,-586.32,657.39,530.05,361.27,574.47,-364.23,-133.25,-1.68,1.37,32.72,4465.23,28.19,-3.81,-0.33,2009.87,0,1,0,1,103
9006,PE,24:07.2,2219.18,,,476.75,-497.48,574.47,364.23,248.74,435.3,-349.42,-20.73,-1.15,0.99,13.45,4547.27,24.9,-3.65,-0.21,1992.58,0,1,0,1,103
9007,TR,24:07.3,2219.29,10,V,479.71,-467.87,538.94,390.88,275.39,381.99,-367.19,-53.3,-1.18,0.9,87.79,4465.23,24.71,-3.7,-0.42,1958,0,1,0,1,103
9008,TR,24:07.9,2219.86,10,P,565.59,-521.17,592.24,432.34,299.08,488.6,-334.62,-35.53,-1.43,1.11,13.45,4437.89,22.72,-3.58,-0.21,2064.88,0,1,0,1,103
9009,TR,24:08.3,2220.34,10,V,518.21,-467.87,535.98,405.68,281.31,420.49,-319.81,11.84,-1.5,1.01,13.73,4437.89,21.47,-3.88,-0.12,2041.31,0,1,0,1,103
9010,TR,24:08.7,2220.71,10,P,580.4,-509.33,577.43,447.14,316.85,453.06,-307.96,0,-1.54,1.15,14,4492.58,20.16,-3.86,-0.42,2009.87,0,1,0,1,103
9011,TR,24:10.1,2222.11,10,V,441.22,-405.68,470.83,361.27,263.55,367.19,-216.17,-59.22,-1.22,0.85,13.73,4519.92,16.04,-3.6,-1.58,2016.16,0,1,0,1,103
9012,TR,24:10.3,2222.29,10,P,494.52,-441.22,512.29,381.99,272.43,441.22,-198.4,-38.5,-1.29,0.97,14,4547.27,15.52,-3.5,-1.31,2017.73,0,1,0,1,103
9013,TR,24:11.4,2223.36,10,V,399.76,-346.46,408.65,307.96,210.25,287.24,-251.7,-91.8,-0.79,0.73,14.83,4519.92,14.72,-3.81,-0.63,2041.31,0,1,0,1,103
9014,TR,24:11.7,2223.74,10,P,512.29,-426.41,488.6,396.8,284.28,402.72,-189.52,-88.84,-1.07,0.98,13.73,4574.61,14.73,-3.73,-0.42,1992.58,0,1,0,1,103
9015,TR,24:11.9,2223.94,10,V,450.1,-381.99,444.18,361.27,257.62,370.15,-213.21,-76.99,-1,0.86,40.43,4574.61,14.73,-3.76,-0.69,2035.02,0,1,0,1,103
9016,TR,24:12.3,2224.34,10,P,547.82,-467.87,530.05,405.68,287.24,467.87,-213.21,-79.95,-1.23,1.05,66.59,4547.27,14.72,-3.5,0.06,2113.61,0,1,0,1,103
9017,TR,24:12.8,2224.76,10,V,464.91,-414.57,473.79,376.07,278.35,376.07,-239.86,-71.07,-1.19,0.91,45.94,4629.3,14.7,-3.63,0.03,1986.29,0,1,0,1,103
9018,TR,24:13.2,2225.19,10,P,580.4,-497.48,553.74,456.02,337.58,491.56,-189.52,35.53,-1.43,1.04,40.71,4574.61,14.7,-3.19,0.33,2049.16,0,1,0,1,103
9019,TR,24:13.3,2225.29,10,V,530.05,-456.02,515.25,432.34,319.81,420.49,-236.9,8.88,-1.46,0.92,30.25,4574.61,14.7,-3.17,0.3,2085.32,0,1,0,1,103
9020,TR,24:13.4,2225.44,10,P,541.9,-456.02,521.17,426.41,307.96,441.22,-207.28,-8.88,-1.49,0.99,25.29,4547.27,14.73,-3.09,0.45,2099.46,0,1,0,1,103
9021,TR,24:13.7,2225.69,10,V,322.77,-287.24,343.5,248.74,168.79,278.35,-248.74,-32.57,-0.81,0.67,29.42,4574.61,14.72,-2.99,0.33,2042.88,0,1,0,1,103
9022,TR,24:13.9,2225.86,10,P,411.61,-379.03,435.3,319.81,230.97,346.46,-239.86,-38.5,-1,0.78,50.07,4547.27,14.72,-2.96,0.45,2038.16,0,1,0,1,103
9023,TR,24:13.9,2225.94,10,V,370.15,-319.81,373.11,293.16,210.25,296.12,-219.13,-71.07,-0.89,0.7,71.82,4574.61,14.7,-2.96,0.42,2047.59,0,1,0,1,103
9024,TR,24:14.1,2226.09,10,P,417.53,-381.99,438.26,322.77,230.97,358.31,-204.32,-59.22,-0.92,0.8,82.56,4601.95,14.74,-3.09,0.6,2064.88,0,1,0,1,103
9025,TR,24:14.2,2226.24,10,V,367.19,-325.73,381.99,299.08,213.21,302.04,-222.09,-35.53,-1.06,0.71,74.3,4629.3,14.72,-3.24,0.81,2053.88,0,1,0,1,103
9026,TR,24:14.4,2226.39,10,P,470.83,-414.57,467.87,379.03,281.31,379.03,-225.05,-41.46,-1.31,0.87,47.87,4574.61,14.72,-3.24,1.44,2046.02,0,1,0,1,103
9027,TR,24:14.6,2226.56,10,V,417.53,-367.19,420.49,355.34,263.55,310.93,-216.17,-14.81,-1.3,0.75,31.62,4574.61,14.72,-3.42,1.68,2055.45,0,1,0,1,103
9028,TR,24:14.7,2226.71,10,P,450.1,-402.72,456.02,358.31,260.59,370.15,-251.7,-53.3,-0.96,0.84,33.83,4601.95,14.72,-3.58,1.62,2075.89,0,1,0,1,103
9029,TR,24:14.9,2226.89,10,V,393.84,-355.34,408.65,322.77,233.93,316.85,-248.74,-112.53,-0.93,0.76,32.72,4547.27,15.13,-3.63,1.41,2069.6,0,1,0,1,103
9030,TR,24:15.9,2227.91,10,P,595.2,-503.4,568.55,458.99,334.62,500.44,-233.93,-71.07,-1.17,1.13,56.13,4629.3,18.08,-3.4,1.62,2057.02,0,1,0,1,103
9031,TR,24:16.6,2228.59,10,V,515.25,-461.95,530.05,405.68,290.2,417.53,-278.35,-50.34,-1.18,1,30.25,4629.3,20.19,-3.14,4.32,1976.86,0,1,0,1,103
9032,TR,24:16.8,2228.79,10,P,550.78,-491.56,559.67,417.53,290.2,473.79,-260.59,-47.38,-1.12,1.11,18.13,4656.64,20.19,-3.04,4.32,2000.44,0,1,0,1,103
9033,TR,24:17.0,2229.04,10,V,488.6,-426.41,497.48,384.96,275.39,399.76,-278.35,-62.19,-1.12,0.95,24.74,4656.64,20.19,-3.17,4.32,1992.58,0,1,0,1,103
9034,TR,24:17.6,2229.59,10,P,660.35,-562.63,630.74,503.4,373.11,550.78,-228.01,-53.3,-1.33,1.26,13.18,4738.67,20.19,-3.3,5.75,2006.72,0,1,0,1,103
9035,TR,24:18.9,2230.86,10,V,435.3,-414.57,485.64,343.5,248.74,364.23,-293.16,-53.3,-0.82,0.86,14,4601.95,20.18,-3.37,8.84,1959.57,0,1,0,1,103
9036,TR,24:21.9,2233.89,10,P,595.2,-562.63,630.74,464.91,331.65,503.4,-296.12,14.81,-1.65,1.18,47.32,4656.64,20.2,-4.47,1.59,1975.29,0,1,0,1,103
9037,PE,24:22.2,2234.18,,,598.16,-538.94,610.01,447.14,316.85,500.44,-307.96,17.77,-1.58,1.13,64.39,4683.98,20.2,-4.37,1.38,2042.88,0,1,0,1,103
9038,TR,24:22.7,2234.74,10,V,550.78,-473.79,556.71,414.57,284.28,491.56,-281.31,-118.45,-0.99,1.09,79.81,4683.98,20.19,-4.47,-0.39,1986.29,0,1,0,1,103
9039,TR,24:23.5,2235.49,10,P,645.54,-562.63,639.62,476.75,337.58,550.78,-293.16,-100.68,-1.29,1.27,50.35,4683.98,20.19,-4.65,0.27,1980,0,1,0,1,103
9040,TR,24:24.1,2236.11,10,V,589.28,-521.17,598.16,441.22,307.96,494.52,-278.35,-103.64,-1.25,1.15,40.71,4711.33,20.19,-4.83,0.78,2024.01,0,1,0,1,103
9041,TR,24:24.3,2236.29,10,P,675.15,-574.47,651.46,518.21,370.15,533.02,-319.81,-88.84,-1.7,1.26,27.49,4683.98,20.2,-4.68,1.08,2002.01,0,1,0,1,103
9042,TR,24:24.8,2236.79,10,V,604.08,-521.17,598.16,458.99,328.69,500.44,-299.08,-50.34,-1.34,1.15,18.41,4766.02,20.2,-4.93,2.31,1929.7,0,1,0,1,103
9043,TR,24:25.2,2237.21,10,P,775.83,-669.23,758.07,592.24,432.34,660.35,-278.35,17.77,-2.03,1.49,13.73,4683.98,20.19,-5.11,2.67,1995.72,0,1,0,1,103
9044,TR,24:25.4,2237.41,10,V,669.23,-592.24,678.11,530.05,384.96,577.43,-287.24,8.88,-1.72,1.3,13.73,4683.98,20.2,-5.44,2.85,2005.15,0,1,0,1,103
9045,TR,24:25.8,2237.81,10,P,775.83,-657.39,746.22,604.08,447.14,672.19,-316.85,29.61,-1.62,1.49,24.74,4711.33,20.18,-5.37,3.57,1959.57,0,1,0,1,103
9046,TR,24:26.7,2238.66,10,V,687,-568.55,657.39,521.17,376.07,586.32,-278.35,-82.91,-1.19,1.32,21.71,4793.36,20.22,-4.83,3.12,1969,0,1,0,1,103
9047,TR,24:26.8,2238.81,10,P,772.87,-627.77,719.57,598.16,432.34,633.7,-281.31,-71.07,-1.64,1.45,25.02,4793.36,20.19,-4.37,2.7,1970.57,0,1,0,1,103
9048,TR,24:27.6,2239.59,10,V,583.36,-515.25,604.08,453.06,322.77,494.52,-281.31,-59.22,-1.15,1.14,21.44,4656.64,20.18,-3.58,2.58,1995.72,0,1,0,1,103
9049,TR,24:28.3,2240.29,10,P,692.92,-562.63,651.46,527.09,379.03,574.47,-275.39,-62.19,-1.55,1.27,15.93,4820.7,20.19,-3.99,2.76,2020.87,0,1,0,1,103
9050,TR,24:29.0,2241.01,10,V,518.21,-473.79,556.71,370.15,248.74,479.71,-305,-32.57,-1.01,1.06,16.2,4738.67,20.22,-3.86,2.97,1926.56,0,1,0,1,103
9051,TR,24:30.5,2242.54,10,P,814.33,-672.19,761.03,630.74,464.91,704.77,-284.28,-50.34,-1.71,1.55,21.71,4848.05,20.19,-4.45,3.87,2016.16,0,1,0,1,103
9052,TR,24:32.1,2244.11,10,V,618.89,-574.47,666.27,473.79,337.58,521.17,-340.54,62.19,-1.61,1.22,13.73,4793.36,20.2,-4.37,3.69,1997.29,0,1,0,1,103
9053,TR,24:32.5,2244.51,10,P,695.88,-618.89,710.69,521.17,376.07,601.12,-266.51,59.22,-1.54,1.34,14.55,4820.7,20.22,-4.42,3.69,1984.72,0,1,0,1,103
9054,TR,24:33.6,2245.64,10,V,503.4,-473.79,556.71,387.92,269.47,417.53,-355.34,-50.34,-1.41,0.97,60.53,4848.05,20.22,-4.52,2.52,2024.01,0,1,0,1,103
9055,TR,24:34.4,2246.36,10,P,610.01,-535.98,624.81,458.99,313.89,524.13,-287.24,-82.91,-1.39,1.2,13.45,4848.05,20.19,-4.98,0.42,2000.44,0,1,0,1,103
9056,TR,24:34.7,2246.74,10,V,524.13,-497.48,589.28,411.61,281.31,429.37,-384.96,-59.22,-1.46,1,25.29,4793.36,20.18,-5.39,0.3,2028.73,0,1,0,1,103
9057,TR,24:36.9,2248.91,10,P,781.76,-621.85,716.61,583.36,405.68,657.39,-316.85,-79.95,-1.77,1.52,13.45,4848.05,20.19,-6.36,-1.64,2030.3,0,1,0,1,103
9058,TR,24:37.2,2249.16,10,V,722.53,-604.08,689.96,544.86,384.96,675.15,-293.16,-79.95,-1.44,1.43,13.18,4848.05,20.18,-6.39,-2.42,2086.89,0,1,0,1,103
9059,PE,24:37.2,2249.18,,,722.53,-604.08,689.96,544.86,384.96,675.15,-293.16,-79.95,-1.44,1.43,13.18,4848.05,20.18,-6.39,-2.42,2086.89,0,1,0,1,103
9060,TR,24:37.3,2249.26,10,P,805.45,-651.46,740.3,604.08,426.41,707.73,-278.35,-68.11,-1.78,1.52,14,4848.05,20.18,-6.26,-1.91,2069.6,0,1,0,1,103
9061,TR,24:37.5,2249.51,10,V,592.24,-509.33,598.16,456.02,307.96,503.4,-379.03,-106.6,-1.25,1.17,18.68,4848.05,20.18,-6.21,-1.28,2022.44,0,1,0,1,103
9062,TR,24:37.6,2249.64,10,P,672.19,-592.24,689.96,509.33,358.31,565.59,-361.27,-62.19,-1.62,1.26,18.96,4848.05,20.22,-5.72,-1.31,1991.01,0,1,0,1,103
9063,TR,24:37.8,2249.79,10,V,589.28,-503.4,592.24,450.1,307.96,512.29,-290.2,-68.11,-1.46,1.15,25.02,4848.05,20.2,-5.75,-1.19,1981.57,0,1,0,1,103
9064,TR,24:40.4,2252.44,10,P,725.49,-624.81,713.65,559.67,387.92,627.77,-313.89,-44.42,-1.75,1.4,55.85,4848.05,20.2,-5.75,-0.87,2068.03,0,1,0,1,103
9065,TR,24:40.8,2252.76,10,V,684.04,-592.24,689.96,533.02,373.11,589.28,-340.54,-59.22,-1.52,1.29,14.28,4957.42,20.2,-5.67,-0.96,2047.59,0,1,0,1,103
9066,TR,24:41.2,2253.21,10,P,749.18,-630.74,728.46,565.59,399.76,645.54,-287.24,-94.76,-1.53,1.44,14.28,4848.05,20.22,-5.49,-1.08,2033.45,0,1,0,1,103
9067,TR,24:41.7,2253.69,10,V,707.73,-604.08,695.88,550.78,393.84,612.97,-296.12,-47.38,-1.72,1.31,14,4793.36,20.2,-5.42,-1.16,2050.74,0,1,0,1,103
9068,TR,24:42.2,2254.16,10,P,870.59,-728.46,823.21,660.35,473.79,752.14,-331.65,79.95,-2.02,1.61,30.25,4875.39,20.2,-5.52,-0.36,2013.01,0,1,0,1,103
9069,TR,24:43.4,2255.39,10,V,669.23,-571.51,675.15,512.29,355.34,568.55,-358.31,-50.34,-1.57,1.26,20.61,4848.05,20.19,-5.6,-0.42,2085.32,0,1,0,1,103
9070,TR,24:43.9,2255.91,10,P,731.42,-639.62,737.34,559.67,390.88,630.74,-328.69,-142.14,-1.43,1.42,30.52,4902.73,20.19,-5.11,-1.05,2118.33,0,1,0,1,103
9071,TR,24:44.2,2256.16,10,V,692.92,-556.71,651.46,524.13,358.31,586.32,-316.85,-195.44,-1.02,1.33,13.73,4793.36,20.2,-5.37,-1.05,2027.16,0,1,0,1,103
9072,TR,24:44.2,2256.21,10,P,740.3,-604.08,701.8,553.74,381.99,612.97,-331.65,-192.48,-1.39,1.41,13.73,4820.7,20.19,-5.42,-1.05,2017.73,0,1,0,1,103
9073,TR,24:44.4,2256.44,10,V,660.35,-562.63,657.39,506.37,337.58,562.63,-355.34,-192.48,-1.36,1.3,13.45,4820.7,20.19,-5.26,-1.31,2071.17,0,1,0,1,103
9074,TR,24:45.0,2256.96,10,P,772.87,-636.66,734.38,589.28,408.65,669.23,-322.77,-183.59,-1.16,1.51,15.38,4848.05,20.19,-5.24,-1.4,2006.72,0,1,0,1,103
9075,TR,24:46.4,2258.41,10,V,535.98,-515.25,612.97,408.65,269.47,485.64,-305,35.53,-1.35,1.09,27.77,4820.7,20.2,-4.11,-0.81,2049.16,0,1,0,1,103
9076,TR,24:47.0,2258.96,10,P,681.08,-618.89,713.65,527.09,370.15,574.47,-302.04,62.19,-1.83,1.32,37.41,4957.42,20.19,-3.86,-0.15,2068.03,0,1,0,1,103
9077,TR,24:48.1,2260.11,10,V,604.08,-535.98,630.74,473.79,331.65,482.68,-325.73,-68.11,-1.51,1.15,13.45,4875.39,20.2,-3.83,-0.18,2038.16,0,1,0,1,103
9078,TR,24:48.3,2260.26,10,P,657.39,-568.55,654.43,503.4,352.38,535.98,-287.24,-118.45,-1.44,1.26,13.45,4930.08,20.2,-3.63,-0.27,2053.88,0,1,0,1,103
9079,TR,24:49.0,2261.01,10,V,512.29,-473.79,562.63,387.92,257.62,429.37,-310.93,-62.19,-1.17,1.02,13.45,4848.05,20.2,-3.04,-1.58,2064.88,0,1,0,1,103
9080,TR,24:49.4,2261.36,10,P,610.01,-527.09,615.93,467.87,322.77,488.6,-328.69,-91.8,-1.38,1.15,13.18,4902.73,20.2,-3.04,-2.03,2058.6,0,1,0,1,103
9081,TR,24:49.6,2261.61,10,V,565.59,-497.48,586.32,432.34,299.08,476.75,-307.96,-79.95,-1.37,1.03,13.45,4902.73,20.19,-2.91,-2.27,2063.31,0,1,0,1,103
9082,TR,24:50.0,2261.99,10,P,553.74,-503.4,592.24,411.61,278.35,485.64,-272.43,-62.19,-1.23,1.13,13.45,4930.08,20.2,-2.84,-2.54,2082.17,0,1,0,1,103
9083,TR,24:50.6,2262.59,10,V,500.44,-479.71,568.55,390.88,266.51,432.34,-287.24,-53.3,-1.27,1,13.73,4875.39,20.2,-2.78,-2.06,2068.03,0,1,0,1,103
9084,TR,24:51.2,2263.19,10,P,669.23,-562.63,648.5,518.21,361.27,535.98,-269.47,-103.64,-1.69,1.26,13.45,5066.8,20.18,-3.01,-1.85,2046.02,0,1,0,1,103
9085,PE,24:52.2,2264.18,,,509.33,-461.95,544.86,396.8,266.51,405.68,-305,8.88,-1.63,0.98,13.73,4984.77,20.2,-2.27,-1.08,2101.04,0,1,0,1,103
9086,TR,24:53.3,2265.31,10,V,379.03,-355.34,429.37,281.31,174.71,316.85,-296.12,-103.64,-0.93,0.77,13.73,4957.42,20.2,-2.2,-0.72,2130.9,0,1,0,1,103
9087,TR,24:55.2,2267.21,10,P,458.99,-456.02,524.13,340.54,216.17,381.99,-316.85,-14.81,-1.23,0.98,13.73,5094.14,24.4,-1.35,1.47,2041.31,0,1,0,1,103
9088,TR,24:56.3,2268.31,10,V,411.61,-426.41,491.56,299.08,180.63,349.42,-349.42,-59.22,-1.05,0.87,13.45,5039.45,27.93,-1.15,1.77,2083.75,0,1,0,1,103
9089,TR,24:56.6,2268.56,10,P,429.37,-441.22,512.29,307.96,186.56,370.15,-358.31,-71.07,-1.03,0.97,42.91,5066.8,28.59,-0.95,1.98,2069.6,0,1,0,1,103
9090,TR,24:59.8,2271.79,10,V,328.69,-343.5,414.57,222.09,109.56,287.24,-376.07,-174.71,-0.51,0.79,13.73,5094.14,31.15,-2.3,-0.63,1984.72,0,1,0,1,103
9091,TR,25:03.6,2275.64,10,P,681.08,-604.08,687,506.37,337.58,565.59,-361.27,-130.29,-1.56,1.37,13.45,5121.48,31.15,-2.66,1.23,2108.9,0,1,0,1,103
9092,TR,25:04.8,2276.84,10,V,408.65,-426.41,497.48,290.2,162.87,346.46,-387.92,-124.37,-0.78,0.91,14.28,5121.48,31.11,-2.07,1.11,2069.6,0,1,0,1,103
9093,TR,25:05.7,2277.74,10,P,461.95,-473.79,550.78,328.69,198.4,402.72,-337.58,-59.22,-1.01,1.03,11.25,5176.17,31.15,-2.12,1.59,1965.86,0,1,0,1,103
9094,TR,25:06.0,2277.96,10,V,405.68,-420.49,497.48,293.16,168.79,352.38,-367.19,-44.42,-0.96,0.89,13.73,5094.14,31.15,-2.15,1.92,2000.44,0,1,0,1,103
9095,PE,25:07.2,2279.18,,,420.49,-438.26,512.29,313.89,192.48,367.19,-331.65,-41.46,-1.01,0.94,13.45,5094.14,31.14,-2.1,1.89,1995.72,0,1,0,1,103
9096,TR,25:07.7,2279.66,10,P,467.87,-485.64,559.67,358.31,225.05,393.84,-340.54,-32.57,-1.29,1.01,13.73,5203.52,31.14,-2.02,1.92,2096.32,0,1,0,1,103
9097,TR,25:07.9,2279.86,10,V,417.53,-426.41,503.4,316.85,192.48,358.31,-325.73,-68.11,-0.97,0.92,13.45,5094.14,31.14,-2.17,1.92,2069.6,0,1,0,1,103
9098,TR,25:10.2,2282.19,10,P,497.48,-515.25,577.43,379.03,242.82,420.49,-343.5,-23.69,-1.24,1.07,13.45,5121.48,31.12,-2.76,2.31,2097.89,0,1,0,1,103
9099,TR,25:10.9,2282.86,10,V,414.57,-402.72,476.75,319.81,192.48,346.46,-361.27,-180.63,-0.65,0.86,14,5094.14,31.12,-2.43,1.62,2005.15,0,1,0,1,103
9100,TR,25:11.3,2283.26,10,P,435.3,-426.41,488.6,325.73,192.48,370.15,-334.62,-174.71,-0.84,0.97,14,5148.83,31.11,-2.5,1.5,2091.6,0,1,0,1,103
9101,TR,25:12.0,2283.99,10,V,254.66,-293.16,355.34,192.48,106.6,213.21,-361.27,-118.45,-0.58,0.64,14.28,5121.48,31.15,-2.81,2.01,1983.15,0,1,0,1,103
